ICD,Flag,ICDString,CCSCode,CCSString,CCSParentCategory,CCSParentString,CCSChildCategory,CCSChildString,CCSParentCategory,CCSParentString,CCSChildCategory,CCSChildString,CCSParentCategory,CCSParentString,CCSChildCategory,CCSChildString
795,9,"Other and nonspecific abnormal cytological, histological, immunological and DNA test findings",258,Other screening for suspected conditions (not mental disorders or infectious disease),17,Symptoms; signs; and ill-defined conditions and factors influencing health status,17.2,Factors influencing health care,17,Symptoms; signs; and ill-defined conditions and factors influencing health status,17.2,Factors influencing health care,17,Symptoms; signs; and ill-defined conditions and factors influencing health status,17.2,Factors influencing health care
797,9,Senility without mention of psychosis,653,"Delirium, dementia, and amnestic and other cognitive disorders",5,Mental illness,5.4,"Delirium, dementia, and amnestic and other cognitive disorders",5,Mental illness,5.4,"Delirium, dementia, and amnestic and other cognitive disorders",5,Mental illness,5.4,"Delirium, dementia, and amnestic and other cognitive disorders"
800,9,Fracture of vault of skull,228,Skull and face fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
801,9,Fracture of base of skull,228,Skull and face fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
802,9,Fracture of face bones,228,Skull and face fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
803,9,Other and unqualified skull fractures,228,Skull and face fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
804,9,Multiple fractures involving skull or face with other bones,228,Skull and face fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
805,9,Fracture of vertebral column without mention of spinal cord injury,231,Other fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
806,9,Fracture of vertebral column with spinal cord injury,227,Spinal cord injury,16,Injury and poisoning,16.3,Spinal cord injury,16,Injury and poisoning,16.3,Spinal cord injury,16,Injury and poisoning,16.3,Spinal cord injury
807,9,"Fracture of rib(s), sternum, larynx, and trachea",231,Other fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
808,9,Fracture of pelvis,231,Other fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
809,9,Ill-defined fractures of bones of trunk,231,Other fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
810,9,Fracture of clavicle,229,Fracture of upper limb,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
811,9,Fracture of scapula,229,Fracture of upper limb,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
812,9,Fracture of humerus,229,Fracture of upper limb,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
813,9,Fracture of radius and ulna,229,Fracture of upper limb,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
814,9,Fracture of carpal bone(s),229,Fracture of upper limb,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
815,9,Fracture of metacarpal bone(s),229,Fracture of upper limb,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
816,9,Fracture of one or more phalanges of hand,229,Fracture of upper limb,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
817,9,Multiple fractures of hand bones,229,Fracture of upper limb,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
818,9,Ill-defined fractures of upper limb,229,Fracture of upper limb,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
819,9,"Multiple fractures involving both upper limbs, and upper limb with rib(s) and sternum",229,Fracture of upper limb,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
820,9,Fracture of neck of femur,226,Fracture of neck of femur (hip),16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
821,9,Fracture of other and unspecified parts of femur,230,Fracture of lower limb,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
822,9,Fracture of patella,230,Fracture of lower limb,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
823,9,Fracture of tibia and fibula,230,Fracture of lower limb,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
824,9,Fracture of ankle,230,Fracture of lower limb,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
825,9,Fracture of one or more tarsal and metatarsal bones,230,Fracture of lower limb,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
826,9,Fracture of one or more phalanges of foot,230,Fracture of lower limb,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
827,9,"Other, multiple, and ill-defined fractures of lower limb",230,Fracture of lower limb,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
828,9,"Multiple fractures involving both lower limbs, lower with upper limb, and lower limb(s) with rib(s) and sternum",231,Other fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
829,9,Fracture of unspecified bones,231,Other fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
830,9,Dislocation of jaw,225,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related
831,9,Dislocation of shoulder,225,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related
832,9,Dislocation of elbow,225,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related
833,9,Dislocation of wrist,225,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related
834,9,Dislocation of finger,225,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related
835,9,Dislocation of hip,225,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related
836,9,Dislocation of knee,225,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related
837,9,Dislocation of ankle,225,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related
838,9,Dislocation of foot,225,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related
839,9,"Other, multiple, and ill-defined dislocations",225,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related,16,Injury and poisoning,16.1,Joint disorders and dislocations; trauma-related
840,9,Sprains and strains of shoulder and upper arm,232,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains
841,9,Sprains and strains of elbow and forearm,232,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains
842,9,Sprains and strains of wrist and hand,232,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains
843,9,Sprains and strains of hip and thigh,232,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains
844,9,Sprains and strains of knee and leg,232,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains
845,9,Sprains and strains of ankle and foot,232,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains
846,9,Sprains and strains of sacroiliac region,232,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains
847,9,Sprains and strains of other and unspecified parts of back,232,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains
848,9,Other and ill-defined sprains and strains,232,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains,16,Injury and poisoning,16.7,Sprains and strains
850,9,Concussion,233,Intracranial injury,16,Injury and poisoning,16.4,Intracranial injury,16,Injury and poisoning,16.4,Intracranial injury,16,Injury and poisoning,16.4,Intracranial injury
851,9,Cerebral laceration and contusion,233,Intracranial injury,16,Injury and poisoning,16.4,Intracranial injury,16,Injury and poisoning,16.4,Intracranial injury,16,Injury and poisoning,16.4,Intracranial injury
852,9,"Subarachnoid, subdural, and extradural hemorrhage, following injury",233,Intracranial injury,16,Injury and poisoning,16.4,Intracranial injury,16,Injury and poisoning,16.4,Intracranial injury,16,Injury and poisoning,16.4,Intracranial injury
853,9,Other and unspecified intracranial hemorrhage following injury,233,Intracranial injury,16,Injury and poisoning,16.4,Intracranial injury,16,Injury and poisoning,16.4,Intracranial injury,16,Injury and poisoning,16.4,Intracranial injury
854,9,Intracranial injury of other and unspecified nature,233,Intracranial injury,16,Injury and poisoning,16.4,Intracranial injury,16,Injury and poisoning,16.4,Intracranial injury,16,Injury and poisoning,16.4,Intracranial injury
870,9,Open wound of ocular adnexa,235,Open wounds of head; neck; and trunk,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
871,9,Open wound of eyeball,235,Open wounds of head; neck; and trunk,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
872,9,Open wound of ear,235,Open wounds of head; neck; and trunk,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
873,9,Other open wound of head,235,Open wounds of head; neck; and trunk,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
874,9,Open wound of neck,235,Open wounds of head; neck; and trunk,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
875,9,Open wound of chest (wall),235,Open wounds of head; neck; and trunk,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
876,9,Open wound of back,235,Open wounds of head; neck; and trunk,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
877,9,Open wound of buttock,235,Open wounds of head; neck; and trunk,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
878,9,"Open wound of genital organs (external), including traumatic amputation",235,Open wounds of head; neck; and trunk,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
879,9,"Open wound of other and unspecified sites, except limbs",235,Open wounds of head; neck; and trunk,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
880,9,Open wound of shoulder and upper arm,236,Open wounds of extremities,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
881,9,"Open wound of elbow, forearm, and wrist",236,Open wounds of extremities,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
882,9,Open wound of hand except finger(s) alone,236,Open wounds of extremities,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
883,9,Open wound of finger(s),236,Open wounds of extremities,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
884,9,Multiple and unspecified open wound of upper limb,236,Open wounds of extremities,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
885,9,Traumatic amputation of thumb (complete) (partial),236,Open wounds of extremities,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
886,9,Traumatic amputation of other finger(s) (complete) (partial),236,Open wounds of extremities,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
887,9,Traumatic amputation of arm and hand (complete) (partial),236,Open wounds of extremities,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
890,9,Open wound of hip and thigh,236,Open wounds of extremities,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
891,9,"Open wound of knee, leg [except thigh], and ankle",236,Open wounds of extremities,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
892,9,Open wound of foot except toe(s) alone,236,Open wounds of extremities,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
893,9,Open wound of toe(s),236,Open wounds of extremities,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
894,9,Multiple and unspecified open wound of lower limb,236,Open wounds of extremities,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
895,9,Traumatic amputation of toe(s) (complete) (partial),236,Open wounds of extremities,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
896,9,Traumatic amputation of foot (complete) (partial),236,Open wounds of extremities,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
897,9,Traumatic amputation of leg(s) (complete) (partial),236,Open wounds of extremities,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
905,9,Late effects of musculoskeletal and connective tissue injuries,228,Skull and face fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures,16,Injury and poisoning,16.2,Fractures
906,9,Late effects of injuries to skin and subcutaneous tissues,235,Open wounds of head; neck; and trunk,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds,16,Injury and poisoning,16.6,Open wounds
907,9,Late effects of injuries to the nervous system,233,Intracranial injury,16,Injury and poisoning,16.4,Intracranial injury,16,Injury and poisoning,16.4,Intracranial injury,16,Injury and poisoning,16.4,Intracranial injury
908,9,Late effects of other and unspecified injuries,234,Crushing injury or internal injury,16,Injury and poisoning,16.5,Crushing injury or internal injury,16,Injury and poisoning,16.5,Crushing injury or internal injury,16,Injury and poisoning,16.5,Crushing injury or internal injury
909,9,Late effects of other and unspecified external causes,242,Poisoning by other medications and drugs,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning
910,9,"Superficial injury of face, neck, and scalp except eye",239,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion
911,9,Superficial injury of trunk,239,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion
912,9,Superficial injury of shoulder and upper arm,239,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion
913,9,"Superficial injury of elbow, forearm, and wrist",239,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion
914,9,Superficial injury of hand(s) except finger(s) alone,239,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion
915,9,Superficial injury of finger(s),239,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion
916,9,"Superficial injury of hip, thigh, leg, and ankle",239,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion
917,9,Superficial injury of foot and toe(s),239,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion
918,9,Superficial injury of eye and adnexa,239,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion
919,9,"Superficial injury of other, multiple, and unspecified sites",239,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion
920,9,"Contusion of face, scalp, and neck except eye(s)",239,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion
921,9,Contusion of eye and adnexa,239,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion
922,9,Contusion of trunk,239,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion
923,9,Contusion of upper limb,239,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion
924,9,Contusion of lower limb and of other and unspecified sites,239,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion,16,Injury and poisoning,16.8,Superficial injury; contusion
950,9,Injury to optic nerve and pathways,244,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes
951,9,Injury to other cranial nerve(s),244,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes
952,9,Spinal cord injury without evidence of spinal bone injury,227,Spinal cord injury,16,Injury and poisoning,16.3,Spinal cord injury,16,Injury and poisoning,16.3,Spinal cord injury,16,Injury and poisoning,16.3,Spinal cord injury
953,9,Injury to nerve roots and spinal plexus,244,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes
954,9,"Injury to other nerve(s) of trunk, excluding shoulder and pelvic girdles",244,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes
955,9,Injury to peripheral nerve(s) of shoulder girdle and upper limb,244,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes
956,9,Injury to peripheral nerve(s) of pelvic girdle and lower limb,244,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes
957,9,Injury to other and unspecified nerves,244,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes
958,9,Certain early complications of trauma,244,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes,16,Injury and poisoning,16.12,Other injuries and conditions due to external causes
960,9,Poisoning by antibiotics,242,Poisoning by other medications and drugs,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning
961,9,Poisoning by other anti-infectives,242,Poisoning by other medications and drugs,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning
962,9,Poisoning by hormones and synthetic substitutes,242,Poisoning by other medications and drugs,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning
963,9,Poisoning by primarily systemic agents,242,Poisoning by other medications and drugs,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning
964,9,Poisoning by agents primarily affecting blood constituents,242,Poisoning by other medications and drugs,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning
965,9,"Poisoning by analgesics, antipyretics, and antirheumatics",661,Substance-related disorders,5,Mental illness,5.12,Substance-related disorders,5,Mental illness,5.12,Substance-related disorders,5,Mental illness,5.12,Substance-related disorders
966,9,Poisoning by anticonvulsants and anti-Parkinsonism drugs,242,Poisoning by other medications and drugs,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning
967,9,Poisoning by sedatives and hypnotics,242,Poisoning by other medications and drugs,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning
968,9,Poisoning by other central nervous system depressants and anesthetics,242,Poisoning by other medications and drugs,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning
969,9,Poisoning by psychotropic agents,241,Poisoning by psychotropic agents,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning
970,9,Poisoning by central nervous system stimulants,242,Poisoning by other medications and drugs,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning
971,9,Poisoning by drugs primarily affecting the autonomic nervous system,242,Poisoning by other medications and drugs,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning
972,9,Poisoning by agents primarily affecting the cardiovascular system,242,Poisoning by other medications and drugs,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning
973,9,Poisoning by agents primarily affecting the gastrointestinal system,242,Poisoning by other medications and drugs,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning
974,9,"Poisoning by water, mineral, and uric acid metabolism drugs",242,Poisoning by other medications and drugs,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning
975,9,Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system,242,Poisoning by other medications and drugs,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning
976,9,"Poisoning by agents primarily affecting skin and mucous membrane, ophthalmological, otorhinolaryngological, and dental drugs",242,Poisoning by other medications and drugs,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning
977,9,Poisoning by other and unspecified drugs and medicinal substances,242,Poisoning by other medications and drugs,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning
978,9,Poisoning by bacterial vaccines,242,Poisoning by other medications and drugs,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning
979,9,Poisoning by other vaccines and biological substances,242,Poisoning by other medications and drugs,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning,16,Injury and poisoning,16.11,Poisoning
980,9,Toxic effect of alcohol,660,Alcohol-related disorders,5,Mental illness,5.11,Alcohol-related disorders,5,Mental illness,5.11,Alcohol-related disorders,5,Mental illness,5.11,Alcohol-related disorders
